ts_code,trade_date,open,high,low,close,vol,K,D,J,diff,ma30,vol_ma10,prev_close,pct_chg,name,industry,area,list_date
603709.SH,20250912,14.68,14.79,14.52,14.72,78365.63,34.968430902799014,48.084467385694694,8.736357937007654,0.35533948941188953,15.003333333333332,109216.844,14.74,-0.13568521031207537,中源家居,家居用品,浙江,20180208
003020.SZ,20250912,30.06,30.39,29.57,30.04,68034.74,16.244535803272782,16.230663712863436,16.272279984091476,0.13155240884303865,31.95633333333333,105502.954,30.06,-0.06653359946773296,立方制药,化学制药,安徽,20201215
601579.SH,20250912,23.6,24.5,23.42,23.57,162242.75,31.431250582529167,43.949478289076076,6.394795169435341,1.0107304119886678,21.912333333333333,286774.139,23.58,-0.042408821034767286,会稽山,红黄酒,浙江,20140825
300685.SZ,20250912,24.09,24.38,23.66,24.14,97604.66,38.33377969095481,47.441219721876266,20.118899629111908,0.20175545701290432,24.220666666666666,153479.827,24.15,-0.04140786749481373,艾德生物,医疗保健,福建,20170802
605077.SH,20250912,18.79,19.48,18.37,18.64,35374.47,23.86005931285867,31.0684810530139,9.443215832548212,0.23326051122100822,18.48233333333333,36211.313,18.64,0.0,华康股份,食品,浙江,20210209
002217.SZ,20250912,3.71,3.8,3.66,3.74,3214087.21,32.296884884757844,41.66098179424168,13.568691065790176,0.27112578976660284,3.172,4784847.533,3.74,0.0,合力泰,元器件,福建,20080220
001317.SZ,20250912,48.3,48.84,47.84,48.15,36749.47,22.65755678880908,24.122166833784057,19.728336698859138,0.0481945456646784,48.910333333333334,56576.013,48.09,0.12476606363067688,三羊马,铁路,重庆,20211130
603650.SH,20250912,34.87,35.45,34.5,34.95,108405.45,28.350426923745154,32.56115642735504,19.928967916525394,0.17878369030506747,34.99033333333333,142972.58500000002,34.89,0.17196904557179593,彤程新材,化工原料,上海,20180627
300889.SZ,20250912,19.44,19.72,19.18,19.36,52373.73,26.51388022435158,43.892267498472584,-8.242894323890425,1.1789441261491405,17.582666666666668,81578.38,19.32,0.20703933747412417,爱克股份,电气设备,深圳,20200916
002466.SZ,20250912,43.94,44.91,43.36,44.03,583564.25,37.60833096947058,45.8813707405785,21.062251427254736,1.1408092009509332,43.14866666666667,779765.7660000001,43.93,0.227634873662641,天齐锂业,小金属,四川,20100831
600936.SH,20250912,3.83,3.89,3.79,3.84,175347.79,29.96726717056748,34.00765538824635,21.886490735209748,0.01968319483476666,3.8320000000000003,251401.69099999996,3.83,0.26109660574411553,广西广电,影视音像,广西,20160815
002345.SZ,20250912,15.04,15.44,14.97,15.2,155380.0,35.150496949994036,46.31254299018285,12.826404869616411,0.0974243339159564,15.533,310735.173,15.16,0.26385224274405594,潮宏基,服饰,广东,20100128
600280.SH,20250912,3.61,3.71,3.59,3.62,558830.1,26.723689376286615,35.902456466025356,8.366155196809132,0.03124727316885023,3.550333333333333,649214.3489999999,3.61,0.27700831024930483,中央商场,百货,江苏,20000926
603177.SH,20250912,11.38,11.47,11.29,11.41,112797.9,9.93266326396448,19.886241149057284,-9.974492506221125,0.3786227440265826,11.06,215690.992,11.37,0.3518029903254227,德创环保,环境保护,浙江,20170207
603900.SH,20250912,11.3,11.77,11.3,11.5,211162.59,43.42526382060068,56.01491354537718,18.245964371047677,0.35146146488676244,11.002333333333333,424004.77400000003,11.45,0.4366812227074357,莱绅通灵,服饰,江苏,20161123
600206.SH,20250912,21.6,22.08,21.45,21.66,530474.95,29.907858539402874,34.4220266934787,20.87952223125123,0.4674185051804116,20.709666666666667,749126.186,21.55,0.5104408352668122,有研新材,半导体,北京,19990319
000676.SZ,20250912,10.05,10.22,10.0,10.09,670002.13,17.604368418102936,23.916977965140276,4.979149324028256,0.17106535813134727,10.007666666666667,1037265.209,10.03,0.5982053838484491,智度股份,互联网,广东,19961224
600259.SH,20250912,62.49,63.52,61.38,63.0,189824.02,19.49758840034344,22.994498056587528,12.503769087855261,0.39890034350530357,63.052666666666674,205503.13999999998,62.6,0.6389776357827559,广晟有色,小金属,海南,20000525
300911.SZ,20250912,53.2,54.01,51.65,52.52,38767.0,19.265880017135917,23.363959304669486,11.069721442068783,0.4229525972961028,53.675333333333334,66333.865,52.15,0.709491850431454,亿田智能,家用电器,浙江,20201203
002190.SZ,20250912,40.44,41.39,40.19,40.82,255978.29,15.620307256801512,17.06209215063118,12.736737469142177,0.12573777023700927,41.87733333333333,323738.654,40.44,0.9396636993076246,成飞集成,汽车配件,四川,20071203
300818.SZ,20250912,25.29,26.0,24.83,25.43,30229.28,33.36946165558346,41.4321898920034,17.244005182743578,0.3915128207688241,25.514666666666667,33987.1,25.19,0.9527590313616496,耐普矿机,专用机械,江西,20200212
300091.SZ,20250912,2.97,3.02,2.94,3.0,539305.0,28.332955329588017,41.298847240976734,2.4011715068105843,0.03452627358383831,2.941333333333333,936707.8870000001,2.97,1.0101010101009944,金通灵,机械基件,江苏,20100625
300035.SZ,20250912,21.73,22.21,21.4,21.89,655978.47,45.97661254318769,59.64704639158032,18.635744846402446,1.2774354284010627,19.340666666666667,1071420.474,21.67,1.0152284263959421,中科电气,电气设备,湖南,20091225
600833.SH,20250912,13.58,13.83,13.56,13.74,99061.7,24.40312514522952,34.09153070840776,5.0263140188730375,0.1635987459327417,13.547666666666666,174703.563,13.6,1.0294117647058787,第一医药,医药商业,上海,19940224
002378.SZ,20250912,13.76,14.07,13.6,13.93,737009.24,26.13093693753884,34.45967638481343,9.473458042989662,0.9703894772193777,12.073666666666666,1104402.9360000002,13.74,1.3828238719068464,章源钨业,小金属,江西,20100331
600980.SH,20250912,24.95,25.31,24.52,25.28,111654.0,21.502885327574106,21.683667456067717,21.141321070586883,0.2424127079689029,24.750999999999998,117893.08199999998,24.92,1.4446227929374,北矿科技,专用机械,北京,20040512
000753.SZ,20250912,6.64,6.85,6.59,6.74,387769.99,25.090148018928197,29.05966717944596,17.151109697892664,0.23428014136164954,6.308333333333334,390910.85699999996,6.63,1.6591251885369473,漳州发展,综合类,福建,19970626
002882.SZ,20250912,34.6,35.4,33.74,35.1,304805.0,40.09149850187167,54.74638945002526,10.781716605564483,0.8387295774790218,33.35133333333333,413880.623,34.51,1.709649376992184,金龙羽,电气设备,深圳,20170717
600392.SH,20250912,22.62,23.08,22.48,23.06,1168248.76,20.61491769624897,20.635331542179166,20.57409000438858,0.27148620886994124,23.23933333333333,1375476.7289999998,22.62,1.945181255526074,盛和资源,小金属,四川,20030529
300518.SZ,20250912,14.38,14.65,14.1,14.3,160839.7,22.81753859455533,34.46134510848763,-0.47007443330926435,0.13725122429809034,14.153666666666668,183577.708,14.01,2.0699500356887945,新迅达,互联网,广西,20160624
